instancia,intensidade,respeita_lb,repeticao,duracao,fo
instance_0007b,0.3,True,2,60.18,0.76
instance_0007b,0.4,True,7,60.20,0.8245614035087719
instance_0007b,0.6,False,7,60.24,5.272151898734177
instance_0007b,0.5,False,2,60.20,5.305732484076433
instance_0007b,0.8,True,2,60.22,0.7647058823529411
instance_0007b,0.9,True,7,60.20,0.8928571428571429
instance_0007b,1.0,False,2,60.19,5.280254777070064
instance_0007b,0.1,False,8,60.22,5.286624203821656
instance_0007b,0.3,True,3,60.26,0.7916666666666666
instance_0007b,0.4,True,8,60.24,0.8130081300813008
instance_0007b,0.6,False,8,60.36,5.2594936708860756
instance_0007b,0.5,False,3,60.33,5.272151898734177
instance_0007b,0.8,True,3,60.24,0.8130081300813008
instance_0007b,0.9,True,8,60.23,0.7844827586206896
instance_0007b,1.0,False,3,60.32,5.374193548387097
instance_0007b,0.1,False,9,60.23,5.374193548387097
instance_0007b,0.3,True,4,60.19,0.8558558558558559
instance_0007b,0.4,True,9,60.55,0.7868852459016393
instance_0007b,0.5,False,4,60.58,5.305732484076433
instance_0007b,0.6,False,9,60.70,5.361290322580645
instance_0007b,0.8,True,4,60.51,0.8421052631578947
instance_0007b,0.9,True,9,60.40,0.8
instance_0007b,1.0,False,4,60.36,5.339743589743589
instance_0007b,0.3,True,5,60.35,0.8584905660377359
instance_0007b,0.1,False,10,60.44,5.32051282051282
instance_0007b,0.4,True,10,60.38,0.9298245614035088
instance_0007b,0.5,False,5,60.21,5.265822784810126
instance_0007b,0.6,False,10,60.19,5.339743589743589
instance_0007b,0.8,True,5,60.38,0.8623853211009175
instance_0007b,0.9,True,10,60.31,0.8584905660377359
instance_0007b,1.0,False,5,60.29,5.272151898734177
instance_0007b,0.3,True,6,60.30,0.8702290076335878
instance_0007b,0.2,True,1,60.45,0.7619047619047619
instance_0007b,0.4,False,1,60.31,5.305732484076433
instance_0007b,0.5,False,6,60.18,5.339743589743589
instance_0007b,0.7,True,1,60.21,1.1097560975609757
instance_0007b,0.8,True,6,60.33,0.7647058823529411
instance_0007b,0.9,False,1,60.41,5.272151898734177
instance_0007b,1.0,False,6,60.18,5.333333333333333
instance_0007b,0.2,True,2,60.80,0.7913043478260869
instance_0007b,0.3,True,7,61.18,0.7596899224806202
instance_0007b,0.4,False,2,60.38,5.280254777070064
instance_0007b,0.5,False,7,60.21,5.339743589743589
instance_0007b,0.7,True,2,60.17,0.7711864406779662
instance_0007b,0.8,True,7,60.28,0.775
instance_0007b,0.9,False,2,60.42,5.286624203821656
instance_0007b,1.0,False,7,60.25,5.437908496732026
instance_0007b,0.3,True,8,60.39,0.7948717948717948
instance_0007b,0.2,True,3,60.48,0.7230769230769231
instance_0007b,0.4,False,3,60.18,5.265822784810126
instance_0007b,0.7,True,3,60.20,0.8717948717948718
instance_0007b,0.5,False,8,60.22,5.305732484076433
instance_0007b,0.8,True,8,60.26,0.8114754098360656
instance_0007b,0.9,False,3,60.31,5.2993630573248405
instance_0007b,1.0,False,8,60.47,5.354838709677419
instance_0007b,0.3,True,9,60.24,0.9150943396226415
instance_0007b,0.2,True,4,60.27,0.8916666666666667
instance_0007b,0.4,False,4,60.16,5.280254777070064
instance_0007b,0.7,True,4,60.25,0.8125
instance_0007b,0.5,False,9,60.41,5.253164556962025
instance_0007b,0.8,True,9,60.22,0.9008264462809917
instance_0007b,0.9,False,4,60.80,5.409090909090909
instance_0007b,1.0,False,9,60.88,5.2993630573248405
instance_0007b,0.3,True,10,60.20,0.8596491228070176
instance_0007b,0.2,True,5,60.19,0.7844827586206896
instance_0007b,0.4,False,5,60.24,5.253164556962025
instance_0007b,0.7,True,5,60.35,0.7913043478260869
instance_0007b,0.5,False,10,60.47,5.2993630573248405
instance_0007b,0.8,True,10,60.32,0.7520661157024794
instance_0007b,0.9,False,5,60.46,5.238993710691824
instance_0007b,1.0,False,10,60.26,5.272151898734177
instance_0016a,0.1,True,1,60.18,1.9866666666666666
instance_0016a,0.2,True,6,60.15,1.9866666666666666
instance_0016a,0.3,False,1,60.24,8.265060240963855
instance_0016a,0.4,False,6,60.18,8.265060240963855
instance_0016a,0.6,True,1,60.27,2.0694444444444446
instance_0016a,0.7,True,6,60.16,2.0694444444444446
instance_0016a,0.8,False,1,60.33,8.166666666666666
instance_0016a,0.9,False,6,60.40,8.365853658536585
instance_0016a,0.2,True,7,60.18,2.0694444444444446
instance_0016a,0.1,True,2,60.22,2.0135135135135136
instance_0016a,0.3,False,2,60.33,8.265060240963855
instance_0016a,0.4,False,7,60.33,8.166666666666666
instance_0016a,0.6,True,2,60.21,1.9866666666666666
instance_0016a,0.7,True,7,60.19,2.0135135135135136
instance_0016a,0.8,False,2,60.45,8.265060240963855
instance_0016a,0.9,False,7,60.38,8.365853658536585
instance_0016a,0.1,True,3,60.38,1.9866666666666666
instance_0016a,0.2,True,8,60.40,2.0135135135135136
instance_0016a,0.3,False,3,60.47,8.265060240963855
instance_0016a,0.4,False,8,60.17,8.265060240963855
instance_0016a,0.6,True,3,60.18,1.9605263157894737
instance_0016a,0.7,True,8,60.24,2.0135135135135136
instance_0016a,0.8,False,3,60.33,8.265060240963855
instance_0016a,0.9,False,8,60.22,8.166666666666666
instance_0016a,0.1,True,4,60.46,1.9605263157894737
instance_0016a,0.2,True,9,60.66,1.9605263157894737
instance_0016a,0.3,False,4,60.60,8.265060240963855
instance_0016a,0.4,False,9,60.16,8.365853658536585
instance_0016a,0.6,True,4,60.51,1.9866666666666666
instance_0016a,0.7,True,9,60.34,1.9866666666666666
instance_0016a,0.8,False,4,60.19,8.166666666666666
instance_0016a,0.9,False,9,60.19,8.265060240963855
instance_0016a,0.1,True,5,60.42,1.9866666666666666
instance_0016a,0.2,True,10,60.24,2.041095890410959
instance_0016a,0.3,False,5,60.20,8.265060240963855
instance_0016a,0.4,False,10,60.18,8.365853658536585
instance_0016a,0.6,True,5,60.21,1.9605263157894737
instance_0016a,0.7,True,10,60.16,1.9350649350649352
instance_0016a,0.8,False,5,60.36,8.469135802469136
instance_0016a,0.9,False,10,60.17,8.365853658536585
instance_0016a,0.1,True,6,60.20,2.0135135135135136
instance_0016a,0.2,False,1,60.15,8.265060240963855
instance_0016a,0.3,False,6,60.19,8.166666666666666
instance_0016a,0.5,True,1,60.16,2.0135135135135136
instance_0016a,0.6,True,6,60.17,1.9605263157894737
instance_0016a,0.7,False,1,60.17,8.365853658536585
instance_0016a,0.8,False,6,60.42,8.265060240963855
instance_0016a,1.0,True,1,60.15,1.9866666666666666
instance_0016a,0.1,True,7,60.32,1.9350649350649352
instance_0016a,0.2,False,2,60.32,8.265060240963855
instance_0016a,0.3,False,7,60.50,8.265060240963855
instance_0016a,0.5,True,2,60.19,2.0985915492957745
instance_0016a,0.6,True,7,60.15,1.9350649350649352
instance_0016a,0.7,False,2,60.22,8.265060240963855
instance_0016a,0.8,False,7,60.56,8.265060240963855
instance_0016a,1.0,True,2,60.31,2.0694444444444446
instance_0016a,0.1,True,8,60.43,2.0694444444444446
instance_0016a,0.2,False,3,60.44,8.166666666666666
instance_0016a,0.3,False,8,60.18,8.265060240963855
instance_0016a,0.5,True,3,60.18,2.0694444444444446
instance_0016a,0.6,True,8,60.31,2.0985915492957745
instance_0016a,0.7,False,3,60.16,8.469135802469136
instance_0016a,0.8,False,8,60.15,8.265060240963855
instance_0016a,1.0,True,3,60.13,1.9605263157894737
instance_0016a,0.1,True,9,60.18,1.9866666666666666
instance_0016a,0.2,False,4,60.20,8.265060240963855
instance_0016a,0.3,False,9,60.24,8.265060240963855
instance_0016a,0.5,True,4,60.26,1.9350649350649352
instance_0016a,0.6,True,9,60.19,1.9866666666666666
instance_0016a,0.7,False,4,60.35,8.265060240963855
instance_0016a,0.8,False,9,60.34,8.365853658536585
instance_0016a,1.0,True,4,60.24,1.9350649350649352
instance_0016a,0.2,False,5,60.69,8.265060240963855
instance_0016a,0.1,True,10,60.95,2.0135135135135136
instance_0016a,0.3,False,10,60.38,8.265060240963855
instance_0016a,0.5,True,5,60.48,2.0135135135135136
instance_0016a,0.6,True,10,60.77,1.9866666666666666
instance_0016a,0.7,False,5,60.40,8.265060240963855
instance_0016a,0.8,False,10,60.47,8.265060240963855
instance_0016a,1.0,True,5,60.46,1.9866666666666666
instance_0016a,0.2,False,6,60.15,8.265060240963855
instance_0016a,0.1,False,1,60.16,8.166666666666666
instance_0016a,0.4,True,1,60.31,2.0135135135135136
instance_0016a,0.5,True,6,60.18,1.9605263157894737
instance_0016a,0.6,False,1,60.21,8.365853658536585
instance_0016a,0.7,False,6,60.24,8.365853658536585
instance_0016a,0.9,True,1,60.29,2.0135135135135136
instance_0016a,1.0,True,6,60.22,1.9605263157894737
instance_0016a,0.2,False,7,60.16,8.265060240963855
instance_0016a,0.1,False,2,60.27,8.166666666666666
instance_0016a,0.4,True,2,60.17,1.9866666666666666
instance_0016a,0.5,True,7,60.18,1.9866666666666666
instance_0016a,0.6,False,2,60.19,8.166666666666666
instance_0016a,0.7,False,7,60.18,8.265060240963855
instance_0016a,0.9,True,2,60.22,2.0694444444444446
instance_0016a,1.0,True,7,60.21,1.9866666666666666
instance_0016a,0.2,False,8,60.23,8.265060240963855
instance_0016a,0.1,False,3,60.16,8.166666666666666
instance_0016a,0.4,True,3,60.21,2.1285714285714286
instance_0016a,0.5,True,8,60.26,2.041095890410959
instance_0016a,0.6,False,3,60.23,8.365853658536585
instance_0016a,0.7,False,8,60.20,8.365853658536585
instance_0016a,1.0,True,8,60.21,1.9350649350649352
instance_0016a,0.9,True,3,60.22,2.257575757575758
instance_0016a,0.2,False,9,60.17,8.365853658536585
instance_0016a,0.1,False,4,60.24,8.166666666666666
instance_0016a,0.4,True,4,60.28,1.9350649350649352
instance_0016a,0.5,True,9,60.26,1.9605263157894737
instance_0016a,0.7,False,9,60.18,8.265060240963855
instance_0016a,0.6,False,4,60.23,8.265060240963855
instance_0016a,0.9,True,4,60.32,1.9350649350649352
instance_0016a,1.0,True,9,60.39,1.9605263157894737
instance_0016a,0.2,False,10,60.49,8.265060240963855
instance_0016a,0.1,False,5,60.42,8.166666666666666
instance_0016a,0.4,True,5,60.27,1.9605263157894737
instance_0016a,0.5,True,10,60.34,1.9102564102564104
instance_0016a,0.7,False,10,60.26,8.265060240963855
instance_0016a,0.6,False,5,60.30,8.365853658536585
instance_0016a,1.0,True,10,60.24,1.9350649350649352
instance_0016a,0.9,True,5,60.34,1.9866666666666666
instance_0016a,0.3,True,1,60.67,1.9102564102564104
instance_0016a,0.1,False,6,61.70,8.265060240963855
instance_0016a,0.4,True,6,60.65,2.041095890410959
instance_0016a,0.5,False,1,60.66,8.265060240963855
instance_0016a,0.8,True,1,61.07,2.0985915492957745
instance_0016a,0.6,False,6,61.10,8.265060240963855
instance_0016a,1.0,False,1,60.40,8.265060240963855
instance_0016a,0.9,True,6,60.55,2.0135135135135136
instance_0016a,0.3,True,2,63.03,1.9350649350649352
instance_0016a,0.1,False,7,63.14,8.166666666666666
instance_0016a,0.5,False,2,62.24,8.166666666666666
instance_0016a,0.4,True,7,63.32,1.9605263157894737
instance_0016a,0.8,True,2,62.35,1.9605263157894737
instance_0016a,0.6,False,7,62.58,8.265060240963855
instance_0016a,0.9,True,7,61.43,1.9605263157894737
instance_0016a,1.0,False,2,62.38,8.265060240963855
instance_0016a,0.3,True,3,60.67,1.9605263157894737
instance_0016a,0.1,False,8,60.91,8.166666666666666
instance_0016a,0.5,False,3,61.27,8.166666666666666
instance_0016a,0.4,True,8,60.74,2.0135135135135136
instance_0016a,0.8,True,3,61.01,2.0135135135135136
instance_0016a,0.6,False,8,61.04,8.265060240963855
instance_0016a,0.9,True,8,61.22,2.1285714285714286
instance_0016a,1.0,False,3,61.26,8.265060240963855
instance_0016a,0.3,True,4,61.14,2.0135135135135136
instance_0016a,0.1,False,9,60.94,8.265060240963855
instance_0016a,0.5,False,4,60.65,8.265060240963855
instance_0016a,0.4,True,9,60.84,2.041095890410959
instance_0016a,0.8,True,4,61.22,2.0135135135135136
instance_0016a,0.6,False,9,61.54,8.265060240963855
instance_0016a,0.9,True,9,60.96,1.9605263157894737
instance_0016a,1.0,False,4,60.35,8.166666666666666
instance_0016a,0.3,True,5,60.30,1.9866666666666666
instance_0016a,0.1,False,10,60.36,8.265060240963855
instance_0016a,0.5,False,5,60.15,8.166666666666666
instance_0016a,0.4,True,10,60.35,2.0135135135135136
instance_0016a,0.8,True,5,60.35,1.9866666666666666
instance_0016a,0.6,False,10,60.40,8.265060240963855
instance_0016a,0.9,True,10,60.34,1.9605263157894737
instance_0016a,1.0,False,5,60.49,8.166666666666666
instance_0016a,0.3,True,6,60.52,2.0135135135135136
instance_0016a,0.2,True,1,60.37,1.9350649350649352
instance_0016a,0.5,False,6,60.39,8.265060240963855
instance_0016a,0.4,False,1,60.50,8.365853658536585
instance_0016a,0.8,True,6,60.51,2.041095890410959
instance_0016a,0.7,True,1,61.32,1.9866666666666666
instance_0016a,1.0,False,6,60.68,8.265060240963855
instance_0016a,0.9,False,1,60.99,8.265060240963855
instance_0016a,0.3,True,7,60.20,2.0135135135135136
instance_0016a,0.2,True,2,60.22,2.0135135135135136
instance_0016a,0.5,False,7,60.33,8.265060240963855
instance_0016a,0.4,False,2,60.18,8.469135802469136
instance_0016a,0.7,True,2,60.53,1.9605263157894737
instance_0016a,0.8,True,7,62.47,2.1285714285714286
instance_0016a,1.0,False,7,60.43,8.265060240963855
instance_0016a,0.9,False,2,60.51,8.265060240963855
instance_0016a,0.3,True,8,60.20,2.0694444444444446
instance_0016a,0.2,True,3,60.38,2.041095890410959
instance_0016a,0.5,False,8,60.17,8.166666666666666
instance_0016a,0.4,False,3,60.23,8.365853658536585
instance_0016a,0.7,True,3,60.25,2.0135135135135136
instance_0016a,0.8,True,8,60.18,1.9605263157894737
instance_0016a,1.0,False,8,60.26,8.166666666666666
instance_0016a,0.9,False,3,60.27,8.265060240963855
instance_0016a,0.3,True,9,60.32,1.9350649350649352
instance_0016a,0.2,True,4,60.34,1.9866666666666666
instance_0016a,0.5,False,9,60.30,8.265060240963855
instance_0016a,0.4,False,4,60.26,8.469135802469136
instance_0016a,0.7,True,4,60.23,2.1285714285714286
instance_0016a,0.8,True,9,60.24,2.0135135135135136
instance_0016a,1.0,False,9,60.20,8.265060240963855
instance_0016a,0.9,False,4,60.36,8.265060240963855
instance_0016a,0.3,True,10,60.69,1.9605263157894737
instance_0016a,0.2,True,5,60.36,1.9605263157894737
instance_0016a,0.5,False,10,60.38,8.365853658536585
instance_0016a,0.4,False,5,60.25,8.265060240963855
instance_0016a,0.7,True,5,60.20,1.9866666666666666
instance_0016a,0.8,True,10,60.18,2.041095890410959
instance_0016a,1.0,False,10,60.21,8.265060240963855
instance_0016a,0.9,False,5,60.33,8.265060240963855
